age,sex,race_ethnicity,marital_status,education_level,income_level,occupation,place_of_residence,nationality,religion,language_spoken,household_size,credit_score,has_outstanding_loans,num_loans_taken_last_5yrs,loan_repayment_history_score,monthly_expenses,existing_monthly_liabilities,bank_account_access,internet_access,distance_to_nearest_bank_km,mobile_money_usage,success_score
37,Male,Asian,Widowed,Postgraduate,20000,Engineer,Urban,Nepali,Christian,Hindi,3,350,1,3,0.61,16737,11754,1,0,20.4,0,0.297
32,Male,Black,Married,None,50000,Teacher,Rural,Nepali,Sikh,Telugu,7,645,0,5,0.82,4042,3294,1,1,16.7,1,1.0
40,Male,Latino,Single,Graduate,20000,Self-employed,Semi-urban,Bangladeshi,Christian,English,5,798,1,2,0.01,23057,3663,0,1,21.8,1,0.615
53,Female,Mixed,Married,None,30000,Farmer,Rural,Indian,Hindu,Tamil,3,378,0,5,0.94,19062,17459,1,0,23.3,0,0.326
26,Female,Mixed,Married,Graduate,20000,Engineer,Urban,Indian,Christian,Tamil,5,623,0,4,0.29,11169,12511,0,1,14.2,0,0.645
55,Male,Black,Widowed,Primary,100000,Engineer,Rural,Indian,Other,English,4,805,0,5,0.89,10474,11025,1,1,2.9,1,0.911
34,Other,Mixed,Divorced,Postgraduate,70000,Laborer,Urban,Indian,Hindu,Bengali,4,808,1,4,0.27,3306,13957,1,0,20.4,0,0.727
59,Female,Asian,Divorced,Postgraduate,20000,Teacher,Semi-urban,Nepali,Buddhist,Bengali,8,628,0,0,0.21,3571,13425,1,1,12.7,0,0.731
39,Other,Black,Single,Graduate,30000,Teacher,Urban,Indian,Hindu,Bengali,8,517,1,2,0.51,17623,10754,0,1,11.3,1,0.417
56,Female,Asian,Single,Secondary,30000,Engineer,Urban,Nepali,Other,Tamil,5,458,1,4,0.9,9039,5642,0,1,10.1,0,0.58
61,Other,Asian,Divorced,Graduate,10000,Teacher,Rural,Indian,Hindu,Bengali,1,665,0,3,0.02,21817,11687,1,0,19.3,0,0.444
58,Male,White,Married,Secondary,20000,Laborer,Semi-urban,Bangladeshi,Buddhist,Tamil,8,619,1,4,0.4,18488,2115,0,1,14.0,1,0.587
50,Female,Latino,Single,Primary,100000,Teacher,Urban,Indian,Muslim,Tamil,4,768,0,0,0.04,7391,5844,1,1,19.3,0,0.9
48,Other,Asian,Divorced,Secondary,50000,Engineer,Rural,Indian,Sikh,Hindi,8,663,0,1,0.8,24789,1047,0,1,13.8,1,0.864
52,Female,Mixed,Divorced,Postgraduate,70000,Self-employed,Rural,Nepali,Sikh,Tamil,2,603,0,1,0.75,21221,1216,0,1,19.9,1,0.703
33,Other,Black,Married,Primary,10000,Self-employed,Semi-urban,Bangladeshi,Other,Telugu,4,667,0,1,0.03,17376,988,0,1,17.0,1,0.598
65,Female,White,Divorced,None,70000,Laborer,Semi-urban,Indian,Hindu,Hindi,3,432,1,1,0.76,9831,15485,0,1,7.9,0,0.462
50,Other,Black,Married,Secondary,50000,Laborer,Urban,Nepali,Sikh,Hindi,6,604,1,1,0.03,17742,7181,0,1,7.0,0,0.48
33,Other,Mixed,Divorced,None,70000,Laborer,Urban,Indian,Christian,Marathi,3,382,0,2,0.18,13093,17483,1,1,14.4,1,0.328
43,Female,Mixed,Widowed,Primary,10000,Laborer,Urban,Bangladeshi,Sikh,Bengali,3,478,0,0,0.51,23699,2831,1,1,9.8,1,0.584
34,Other,White,Single,Secondary,70000,Teacher,Urban,Indian,Muslim,Marathi,4,831,1,2,0.96,8285,15273,0,1,16.5,0,0.885
62,Female,White,Married,Primary,10000,Laborer,Urban,Nepali,Other,English,3,455,0,2,0.5,24347,5306,1,1,9.9,1,0.687
25,Male,Black,Divorced,Primary,30000,Laborer,Urban,Bangladeshi,Sikh,Bengali,7,582,0,4,0.08,11175,7617,0,0,14.8,1,0.366
34,Male,Asian,Single,None,70000,Teacher,Semi-urban,Bangladeshi,Sikh,Tamil,3,569,0,3,0.13,4974,14619,1,1,2.7,0,0.654
21,Male,Asian,Single,Graduate,50000,Farmer,Urban,Indian,Sikh,Bengali,7,413,0,3,0.45,13535,9934,1,0,10.1,1,0.454
46,Other,Asian,Divorced,Secondary,10000,Self-employed,Rural,Indian,Christian,Bengali,6,535,0,4,0.71,17616,9321,0,1,14.7,1,0.649
26,Other,Black,Single,Graduate,100000,Engineer,Rural,Bangladeshi,Buddhist,Hindi,8,808,1,4,0.75,13420,16725,1,1,2.3,1,0.891
34,Other,Mixed,Widowed,Secondary,100000,Self-employed,Rural,Bangladeshi,Christian,Telugu,3,626,0,3,0.79,9309,4960,0,1,10.5,1,0.75
63,Female,Black,Widowed,None,20000,Laborer,Rural,Bangladeshi,Other,Bengali,5,762,1,5,0.47,6956,2388,1,1,11.2,1,0.918
45,Female,White,Married,Secondary,50000,Engineer,Rural,Bangladeshi,Sikh,Tamil,6,363,1,2,0.65,3839,4636,1,0,3.0,1,0.423
46,Female,Latino,Divorced,None,70000,Engineer,Rural,Bangladeshi,Hindu,Hindi,2,834,1,5,0.72,18786,9620,0,0,16.6,0,0.603
46,Female,Mixed,Widowed,Primary,50000,Farmer,Urban,Bangladeshi,Buddhist,Hindi,7,437,0,1,0.47,21416,12435,0,0,16.3,1,0.241
19,Other,Latino,Married,Secondary,70000,Self-employed,Urban,Bangladeshi,Buddhist,English,5,527,0,5,0.39,16782,2755,1,0,21.3,1,0.482
60,Male,Mixed,Widowed,None,100000,Self-employed,Rural,Nepali,Christian,Telugu,4,420,0,0,0.26,7506,5164,0,1,11.1,0,0.465
47,Male,Mixed,Married,Primary,10000,Teacher,Urban,Nepali,Buddhist,Telugu,5,355,1,0,0.45,11098,16135,1,0,5.1,0,0.284
63,Other,Asian,Widowed,Postgraduate,10000,Teacher,Semi-urban,Nepali,Muslim,Marathi,7,820,1,3,0.94,17148,3434,1,0,20.6,1,0.917
25,Male,Black,Widowed,Primary,20000,Self-employed,Semi-urban,Nepali,Other,Tamil,6,337,0,3,0.47,6091,19173,1,0,2.5,0,0.241
42,Other,Mixed,Widowed,Postgraduate,70000,Farmer,Urban,Indian,Christian,English,8,653,0,4,0.66,19646,15978,0,1,4.8,0,0.607
57,Male,Asian,Widowed,Postgraduate,10000,Teacher,Semi-urban,Indian,Christian,English,8,452,0,5,0.63,16248,6098,0,1,0.8,1,0.545
54,Male,White,Divorced,Secondary,100000,Self-employed,Urban,Indian,Muslim,Tamil,7,726,0,5,0.61,10078,13370,0,1,0.8,1,0.66
26,Male,Black,Single,None,50000,Laborer,Semi-urban,Nepali,Muslim,Tamil,8,584,1,2,0.37,10052,15821,1,1,9.1,1,0.686
54,Female,Latino,Single,None,10000,Self-employed,Rural,Bangladeshi,Christian,Marathi,4,809,0,3,0.31,23841,17437,0,1,16.3,1,0.638
19,Other,Mixed,Married,Secondary,50000,Self-employed,Urban,Nepali,Buddhist,Marathi,2,387,1,0,0.67,5010,7488,0,0,17.5,0,0.337
35,Male,White,Married,Secondary,20000,Laborer,Rural,Nepali,Hindu,Hindi,5,552,1,1,0.03,16318,16790,0,1,4.7,0,0.335
21,Female,White,Single,Postgraduate,100000,Teacher,Urban,Bangladeshi,Buddhist,Marathi,8,603,0,0,0.49,9126,3997,0,0,8.9,0,0.526
37,Other,Black,Widowed,Graduate,20000,Self-employed,Rural,Nepali,Sikh,English,7,701,1,1,0.76,19736,3759,1,0,5.4,0,0.65
60,Other,Latino,Married,Secondary,50000,Teacher,Semi-urban,Indian,Other,Marathi,7,743,0,2,0.51,6466,14245,1,1,13.7,1,0.782
25,Other,Black,Single,Primary,100000,Teacher,Urban,Bangladeshi,Muslim,English,2,533,1,5,0.78,23193,17953,0,0,4.9,1,0.225
62,Other,Latino,Married,None,10000,Farmer,Urban,Nepali,Buddhist,Tamil,5,838,0,3,0.86,6021,19353,1,0,3.9,1,0.732
19,Other,Mixed,Married,Postgraduate,30000,Engineer,Rural,Indian,Christian,English,4,603,0,4,0.65,17727,18337,0,1,1.6,0,0.579
47,Male,Asian,Divorced,None,20000,Teacher,Urban,Nepali,Sikh,Bengali,8,399,0,1,0.32,22546,13788,0,0,17.2,1,0.159
20,Male,Black,Married,Secondary,50000,Teacher,Rural,Indian,Other,Telugu,8,632,1,0,0.05,8097,14919,1,1,3.5,1,0.661
40,Female,Asian,Widowed,None,20000,Teacher,Rural,Nepali,Sikh,Hindi,3,660,0,4,0.15,8941,7687,1,0,3.9,1,0.653
31,Female,Latino,Widowed,Graduate,50000,Farmer,Rural,Bangladeshi,Muslim,Tamil,3,542,0,4,0.64,10018,18079,0,1,0.5,1,0.498
64,Other,White,Married,Secondary,10000,Self-employed,Semi-urban,Bangladeshi,Buddhist,Bengali,6,768,1,1,0.85,15156,1707,1,1,23.7,1,1.0
26,Other,White,Married,Postgraduate,100000,Teacher,Semi-urban,Bangladeshi,Muslim,Bengali,1,788,0,1,0.66,5906,8821,0,0,14.9,0,0.728
32,Male,White,Single,None,20000,Laborer,Urban,Indian,Sikh,Marathi,6,782,0,1,0.87,4780,7987,0,1,21.6,1,0.906
64,Male,Latino,Widowed,Secondary,70000,Laborer,Urban,Indian,Muslim,Hindi,2,709,0,1,0.21,8908,8496,0,1,11.3,0,0.625
18,Other,Latino,Married,Primary,10000,Laborer,Semi-urban,Nepali,Hindu,Telugu,8,327,1,1,0.58,9170,5692,0,1,2.7,1,0.445
39,Female,Mixed,Divorced,Secondary,20000,Self-employed,Urban,Bangladeshi,Hindu,Hindi,6,533,0,1,0.44,14250,19421,0,0,5.3,1,0.296
40,Other,Asian,Married,None,10000,Self-employed,Semi-urban,Bangladeshi,Sikh,Tamil,1,546,0,0,0.13,6971,1322,1,0,23.3,0,0.695
54,Other,Mixed,Single,Secondary,30000,Farmer,Semi-urban,Bangladeshi,Other,Tamil,7,699,0,4,0.27,4339,9235,1,1,8.4,0,0.767
24,Other,Mixed,Single,Secondary,30000,Farmer,Rural,Nepali,Sikh,Telugu,1,711,0,2,0.44,17441,17813,0,0,5.9,0,0.335
21,Female,Black,Divorced,Primary,50000,Teacher,Rural,Nepali,Other,Marathi,2,769,0,4,0.2,10555,3998,0,0,20.0,1,0.599
45,Other,Asian,Divorced,Graduate,20000,Engineer,Urban,Nepali,Muslim,Marathi,7,468,1,4,0.52,14976,8797,1,0,18.2,0,0.389
64,Female,Mixed,Divorced,Postgraduate,70000,Laborer,Rural,Indian,Christian,Bengali,5,826,1,4,0.31,7963,2508,1,1,6.1,1,0.985
48,Other,White,Married,None,100000,Farmer,Semi-urban,Bangladeshi,Muslim,Telugu,2,457,1,2,0.21,14994,13567,0,1,22.9,1,0.317
27,Other,Latino,Widowed,Postgraduate,50000,Farmer,Rural,Indian,Buddhist,Bengali,2,594,1,0,0.22,3792,10636,0,0,12.7,0,0.492
36,Other,Mixed,Divorced,Secondary,70000,Farmer,Semi-urban,Nepali,Christian,English,6,348,1,5,0.77,24794,7999,0,1,5.3,1,0.258
60,Female,White,Single,Postgraduate,20000,Self-employed,Urban,Indian,Sikh,Hindi,6,607,1,5,0.01,16602,10328,1,1,1.4,0,0.661
60,Other,Black,Married,Graduate,100000,Farmer,Urban,Indian,Hindu,Tamil,8,334,0,5,0.38,5036,1366,0,0,21.1,1,0.292
51,Other,White,Single,Postgraduate,30000,Engineer,Urban,Indian,Christian,Hindi,1,364,0,5,0.85,24398,17840,1,0,19.6,1,0.322
44,Male,Latino,Married,Graduate,50000,Farmer,Semi-urban,Bangladeshi,Christian,Marathi,5,696,1,4,0.86,20051,12140,1,1,17.2,0,0.837
47,Other,Black,Married,None,20000,Farmer,Rural,Nepali,Muslim,Marathi,6,300,0,0,0.93,19544,10635,0,1,16.7,0,0.37
36,Male,Latino,Widowed,Graduate,70000,Engineer,Urban,Bangladeshi,Muslim,Marathi,3,619,1,3,0.29,19069,13276,0,0,0.9,1,0.34
48,Female,Black,Divorced,Primary,10000,Teacher,Rural,Indian,Other,Hindi,4,357,0,1,0.47,24457,12983,0,0,10.8,1,0.103
57,Other,White,Divorced,Postgraduate,10000,Teacher,Semi-urban,Indian,Hindu,Bengali,3,758,0,0,0.46,15987,859,0,0,3.4,1,0.682
25,Male,Black,Single,None,100000,Farmer,Urban,Nepali,Hindu,Telugu,2,591,0,1,0.94,23198,6760,1,0,20.3,0,0.659
58,Male,White,Married,None,100000,Teacher,Urban,Bangladeshi,Sikh,Tamil,7,670,1,1,0.05,18668,14957,0,1,3.4,1,0.543
40,Other,White,Single,Graduate,70000,Laborer,Rural,Indian,Christian,English,4,576,1,0,0.86,11622,3377,0,0,16.7,1,0.649
40,Other,Asian,Widowed,Secondary,10000,Farmer,Rural,Indian,Other,Tamil,2,338,0,0,0.83,20694,19165,0,0,16.8,1,0.091
47,Female,White,Single,None,20000,Farmer,Semi-urban,Nepali,Buddhist,Hindi,8,646,1,3,0.28,17644,12126,0,1,11.7,0,0.448
65,Other,Latino,Widowed,None,100000,Farmer,Rural,Nepali,Buddhist,Tamil,5,771,0,0,0.89,19435,8307,0,0,9.9,1,0.621
32,Female,Mixed,Divorced,Secondary,10000,Teacher,Urban,Nepali,Hindu,Tamil,5,326,1,1,0.36,19016,16328,1,0,10.9,1,0.237
18,Other,Asian,Single,Postgraduate,20000,Teacher,Rural,Indian,Hindu,English,4,499,0,5,0.24,23159,4079,0,0,9.2,0,0.234
51,Female,Black,Divorced,None,50000,Teacher,Rural,Nepali,Other,Bengali,2,332,0,3,0.97,15217,13898,0,1,16.3,0,0.401
28,Other,Mixed,Single,Postgraduate,30000,Farmer,Rural,Bangladeshi,Other,Hindi,5,600,1,3,0.87,9092,1205,1,0,1.2,0,0.831
37,Female,Mixed,Divorced,Postgraduate,50000,Farmer,Rural,Bangladeshi,Sikh,Hindi,7,631,1,5,0.27,18615,16289,1,0,21.2,1,0.346
49,Male,Latino,Divorced,Secondary,10000,Teacher,Rural,Indian,Christian,Hindi,8,734,0,5,0.06,13900,4487,0,0,14.5,1,0.507
43,Male,Latino,Divorced,Graduate,50000,Teacher,Rural,Indian,Hindu,Telugu,6,633,1,0,0.6,5497,5783,1,0,17.0,1,0.733
44,Female,Asian,Single,Postgraduate,100000,Engineer,Semi-urban,Nepali,Sikh,Marathi,8,694,0,3,0.87,15540,11664,1,0,23.4,0,0.737
62,Other,Latino,Single,Primary,50000,Self-employed,Rural,Indian,Hindu,Marathi,6,611,0,4,0.73,5430,9588,1,1,15.8,0,0.773
59,Male,Black,Divorced,Secondary,10000,Farmer,Rural,Nepali,Sikh,Bengali,1,839,0,0,0.43,20690,3972,0,0,20.6,0,0.643
63,Male,Mixed,Divorced,Primary,100000,Engineer,Rural,Bangladeshi,Muslim,Tamil,3,766,1,4,0.79,6316,18320,1,1,17.2,0,0.762
62,Female,Mixed,Widowed,Primary,100000,Laborer,Semi-urban,Nepali,Christian,Tamil,7,570,0,4,0.7,23956,5816,1,0,8.8,1,0.537
57,Other,Latino,Single,Graduate,70000,Laborer,Semi-urban,Bangladeshi,Muslim,Bengali,2,423,1,0,0.15,3811,11139,0,0,13.4,0,0.324
23,Male,Black,Married,Graduate,10000,Engineer,Urban,Indian,Christian,English,7,319,1,1,0.8,17586,967,1,0,19.8,1,0.401
54,Female,White,Married,Postgraduate,10000,Farmer,Urban,Bangladeshi,Muslim,Tamil,4,663,0,3,0.17,16024,9086,1,0,11.1,0,0.554
35,Male,Black,Single,Primary,50000,Laborer,Rural,Bangladeshi,Sikh,English,4,641,0,3,0.35,9885,13704,0,0,22.2,1,0.459
32,Male,Latino,Married,Primary,100000,Farmer,Semi-urban,Nepali,Sikh,Hindi,7,810,1,4,0.14,24582,5206,1,0,16.9,0,0.69
48,Female,Latino,Divorced,Secondary,100000,Teacher,Urban,Bangladeshi,Muslim,Tamil,2,341,1,5,0.36,20474,14452,1,0,11.1,1,0.166
27,Other,White,Widowed,Primary,50000,Laborer,Rural,Indian,Other,Bengali,4,530,0,3,0.4,9808,13466,0,1,1.6,1,0.417
44,Male,Mixed,Married,Primary,10000,Engineer,Urban,Nepali,Christian,Tamil,1,325,0,3,0.36,12680,15599,1,0,2.8,1,0.275
42,Other,Black,Widowed,Secondary,20000,Teacher,Rural,Nepali,Other,Marathi,8,734,0,2,0.87,12778,4803,1,0,10.8,0,0.772
60,Female,Latino,Single,Postgraduate,50000,Teacher,Rural,Indian,Buddhist,Marathi,2,796,1,3,0.23,14530,16229,1,0,14.8,1,0.621
42,Female,Mixed,Divorced,Primary,50000,Laborer,Rural,Nepali,Sikh,Telugu,3,791,0,0,0.2,11646,6311,0,1,18.8,1,0.838
33,Female,Mixed,Widowed,Postgraduate,30000,Farmer,Rural,Nepali,Hindu,Tamil,5,456,1,1,0.22,21810,4566,0,1,7.9,0,0.334
63,Female,Asian,Widowed,Primary,70000,Laborer,Rural,Nepali,Christian,Marathi,6,509,0,2,0.25,7972,5625,1,0,2.9,0,0.589
35,Female,Black,Divorced,Graduate,30000,Farmer,Urban,Bangladeshi,Muslim,Marathi,6,478,0,4,0.28,13661,17336,0,1,21.5,0,0.325
48,Female,Asian,Single,Graduate,100000,Farmer,Semi-urban,Nepali,Hindu,English,6,301,1,5,0.3,13850,6116,0,0,3.1,0,0.183
23,Male,Asian,Married,None,100000,Engineer,Rural,Bangladeshi,Sikh,Bengali,6,521,0,2,0.66,15608,8228,1,1,5.6,1,0.761
19,Male,Black,Married,Postgraduate,50000,Farmer,Urban,Nepali,Buddhist,Tamil,4,817,1,2,0.46,24749,15215,0,0,11.9,0,0.398
64,Female,White,Single,None,30000,Self-employed,Semi-urban,Indian,Christian,Bengali,5,562,1,1,0.08,21627,4537,0,1,10.7,1,0.445
54,Female,Asian,Widowed,Graduate,20000,Engineer,Semi-urban,Nepali,Hindu,English,8,338,0,3,0.57,15321,18510,1,1,23.6,0,0.332
35,Male,Black,Married,Secondary,30000,Teacher,Urban,Nepali,Muslim,English,8,383,1,0,0.63,12407,10108,1,0,18.2,1,0.434
52,Male,Latino,Widowed,Secondary,100000,Laborer,Urban,Bangladeshi,Buddhist,Bengali,4,391,1,3,0.87,24519,13719,0,0,2.7,1,0.168
30,Female,Black,Divorced,Secondary,50000,Farmer,Rural,Bangladeshi,Sikh,Telugu,4,727,0,1,0.91,20399,9502,0,0,7.1,0,0.54
64,Other,Asian,Single,Primary,100000,Farmer,Urban,Bangladeshi,Buddhist,Telugu,5,806,1,0,0.94,8672,8932,1,0,19.0,0,0.85
42,Other,Asian,Married,Primary,50000,Farmer,Urban,Indian,Buddhist,Hindi,1,376,0,3,0.78,6761,7084,1,1,8.7,0,0.698
55,Female,White,Widowed,Postgraduate,100000,Teacher,Rural,Bangladeshi,Sikh,Marathi,1,535,0,3,0.44,3203,2194,0,1,4.7,1,0.662
44,Male,White,Single,Graduate,20000,Engineer,Rural,Nepali,Muslim,Telugu,2,573,0,1,0.92,11881,9214,1,1,7.4,0,0.857
50,Female,Latino,Widowed,None,10000,Engineer,Urban,Bangladeshi,Buddhist,Telugu,7,469,1,3,0.82,8663,17777,1,1,5.6,1,0.654
63,Other,Black,Widowed,Secondary,50000,Teacher,Semi-urban,Nepali,Other,Hindi,1,385,1,5,0.9,4313,1056,1,0,10.9,0,0.617
35,Female,Black,Single,Postgraduate,70000,Teacher,Rural,Nepali,Buddhist,Hindi,3,844,0,2,0.96,3963,8490,1,1,20.3,1,1.0
44,Other,Mixed,Widowed,Graduate,10000,Laborer,Urban,Indian,Buddhist,English,2,450,1,1,0.09,12301,7712,1,0,6.6,0,0.506
56,Female,Black,Widowed,None,70000,Engineer,Urban,Bangladeshi,Christian,Telugu,6,756,0,5,0.23,9339,14255,0,0,21.2,0,0.465
41,Male,White,Single,Graduate,30000,Laborer,Rural,Nepali,Muslim,Tamil,8,582,1,5,0.26,13762,1647,1,0,12.1,0,0.52
38,Other,Mixed,Divorced,Postgraduate,70000,Engineer,Rural,Indian,Hindu,Bengali,4,396,1,1,0.1,12010,7280,1,0,11.0,1,0.377
19,Male,Asian,Widowed,Primary,20000,Farmer,Semi-urban,Bangladeshi,Sikh,Bengali,4,484,1,2,0.58,7577,18130,0,1,2.9,0,0.407
36,Other,Asian,Divorced,Graduate,50000,Self-employed,Rural,Nepali,Christian,English,4,697,0,4,0.53,9912,19693,1,0,12.5,0,0.616
29,Female,Mixed,Divorced,Postgraduate,30000,Teacher,Urban,Bangladeshi,Sikh,Bengali,4,443,0,3,0.98,19160,10490,1,0,23.2,1,0.467
47,Other,White,Married,None,30000,Laborer,Semi-urban,Nepali,Sikh,English,2,391,0,2,0.05,13627,18109,1,1,3.5,0,0.318
52,Other,Mixed,Single,Primary,50000,Teacher,Semi-urban,Nepali,Hindu,English,3,790,1,4,0.38,17097,595,0,0,8.5,1,0.574
30,Female,Mixed,Widowed,Primary,100000,Laborer,Rural,Nepali,Sikh,Telugu,1,843,1,3,0.69,13909,16152,1,1,4.0,1,0.863
49,Female,Mixed,Single,Secondary,50000,Teacher,Semi-urban,Nepali,Christian,Tamil,1,533,0,1,0.05,3724,9380,1,0,24.4,0,0.517
59,Male,Latino,Divorced,Postgraduate,100000,Self-employed,Semi-urban,Nepali,Buddhist,Marathi,5,682,1,3,0.33,16156,6284,1,1,5.3,0,0.784
49,Female,Mixed,Divorced,Primary,20000,Teacher,Semi-urban,Bangladeshi,Hindu,Hindi,3,745,1,5,0.7,23722,5522,1,1,9.5,0,0.771
58,Male,Black,Divorced,Postgraduate,100000,Engineer,Semi-urban,Indian,Sikh,Telugu,1,839,1,4,0.47,6174,14354,0,0,9.6,0,0.615
21,Female,Latino,Widowed,None,50000,Teacher,Semi-urban,Nepali,Christian,Marathi,1,606,0,3,0.16,21624,12733,1,0,4.2,1,0.484
23,Other,White,Widowed,Primary,70000,Engineer,Rural,Bangladeshi,Sikh,Bengali,5,497,1,2,0.9,17668,8965,1,1,9.3,1,0.623
58,Male,Asian,Married,Graduate,100000,Teacher,Semi-urban,Indian,Muslim,Hindi,5,634,1,2,0.73,17343,3874,0,1,16.3,1,0.64
20,Female,Mixed,Widowed,Postgraduate,10000,Teacher,Semi-urban,Nepali,Sikh,English,5,574,1,3,0.18,8212,7051,1,0,3.5,1,0.515
62,Male,Asian,Single,Primary,10000,Laborer,Semi-urban,Nepali,Muslim,English,8,311,1,2,0.95,13943,4285,0,0,18.7,1,0.256
27,Female,Latino,Married,Primary,30000,Laborer,Rural,Bangladeshi,Sikh,Bengali,6,528,0,5,0.82,16015,4349,0,1,16.8,0,0.561
20,Male,Asian,Widowed,Graduate,70000,Engineer,Urban,Indian,Other,Marathi,4,624,1,2,0.32,3801,13457,0,0,9.5,1,0.494
25,Female,Latino,Married,Graduate,30000,Engineer,Semi-urban,Nepali,Hindu,Telugu,5,695,1,5,0.07,12318,15521,0,1,24.7,0,0.544
63,Other,Asian,Single,Secondary,50000,Teacher,Rural,Nepali,Sikh,Telugu,4,591,1,2,0.3,12938,15124,1,0,2.3,0,0.484
48,Female,Asian,Married,Graduate,30000,Teacher,Rural,Nepali,Other,Marathi,7,751,1,5,0.46,6741,8122,1,1,21.6,0,0.841
28,Female,Latino,Divorced,None,20000,Teacher,Urban,Indian,Muslim,Bengali,1,444,0,3,0.22,11320,7346,0,1,22.1,0,0.421
38,Female,Latino,Single,Primary,30000,Engineer,Urban,Bangladeshi,Other,Tamil,2,777,1,0,0.45,16617,8355,1,1,13.6,1,0.861
47,Female,Mixed,Widowed,Secondary,10000,Engineer,Rural,Nepali,Christian,English,4,336,0,0,0.76,7074,12284,0,0,22.8,1,0.261
25,Male,Black,Married,Primary,70000,Laborer,Semi-urban,Indian,Sikh,Telugu,7,478,1,2,0.11,9763,18023,0,1,15.5,0,0.321
44,Female,Mixed,Single,Secondary,50000,Farmer,Semi-urban,Bangladeshi,Muslim,Bengali,4,531,0,1,0.81,21864,736,0,0,7.1,1,0.468
47,Male,White,Divorced,Postgraduate,30000,Farmer,Rural,Bangladeshi,Hindu,Marathi,3,822,1,2,0.57,8732,12094,1,0,2.0,1,0.79
57,Other,Mixed,Divorced,Graduate,10000,Farmer,Urban,Bangladeshi,Hindu,Bengali,3,800,0,4,0.6,16806,10342,1,1,5.3,0,0.799
43,Male,Black,Divorced,Postgraduate,100000,Laborer,Urban,Bangladeshi,Sikh,Telugu,1,597,0,1,0.75,19480,568,0,0,19.6,0,0.559
53,Other,Black,Widowed,Primary,30000,Teacher,Urban,Indian,Buddhist,Marathi,8,426,1,4,0.55,23086,14750,1,1,2.3,0,0.357
24,Female,White,Divorced,Postgraduate,100000,Engineer,Urban,Bangladeshi,Other,English,4,303,1,1,0.17,8895,13638,1,0,7.9,0,0.27
32,Female,Black,Divorced,Primary,50000,Engineer,Semi-urban,Indian,Christian,Telugu,4,791,1,2,0.3,19619,1262,1,0,1.9,0,0.72
44,Male,Black,Married,Graduate,50000,Laborer,Urban,Nepali,Christian,Tamil,5,722,0,1,0.17,23401,9319,0,1,17.3,1,0.624
58,Other,White,Widowed,Secondary,30000,Laborer,Urban,Indian,Hindu,English,5,648,1,0,0.18,7342,338,0,1,10.3,0,0.64
55,Female,Latino,Divorced,Postgraduate,10000,Teacher,Semi-urban,Bangladeshi,Hindu,Tamil,1,646,1,4,0.64,11891,4096,1,1,0.6,0,0.906
44,Male,Asian,Single,Graduate,50000,Farmer,Urban,Bangladeshi,Other,Hindi,6,430,0,4,0.07,4175,18867,1,1,2.3,1,0.437
44,Female,Mixed,Single,Secondary,20000,Engineer,Semi-urban,Indian,Buddhist,English,6,673,0,3,1.0,11601,1639,0,0,7.8,0,0.799
47,Male,Latino,Divorced,Secondary,10000,Self-employed,Rural,Bangladeshi,Sikh,English,7,302,1,3,0.69,15217,134,1,1,7.4,0,0.534
24,Other,Mixed,Widowed,Graduate,70000,Self-employed,Semi-urban,Bangladeshi,Other,Tamil,7,558,0,3,0.11,11784,395,0,1,20.2,0,0.657
41,Other,White,Single,Graduate,100000,Self-employed,Urban,Indian,Other,Hindi,3,833,1,0,0.2,21866,3145,0,0,19.2,1,0.603
40,Other,Latino,Widowed,Postgraduate,50000,Self-employed,Rural,Indian,Other,English,3,554,1,5,0.13,20979,1896,0,0,10.4,0,0.24
33,Male,Latino,Married,None,100000,Laborer,Urban,Nepali,Buddhist,English,5,444,0,2,0.09,24428,16892,0,1,8.6,0,0.293
59,Female,Latino,Divorced,None,100000,Farmer,Rural,Indian,Sikh,Bengali,3,639,0,0,0.16,11716,2281,1,1,3.9,1,0.925
53,Male,Black,Divorced,Graduate,30000,Self-employed,Urban,Bangladeshi,Christian,Hindi,4,827,0,4,0.44,11347,15535,0,1,5.7,0,0.718
29,Male,Latino,Single,Secondary,30000,Farmer,Urban,Nepali,Muslim,Telugu,2,515,1,1,0.71,9687,6269,0,0,24.2,1,0.52
21,Female,White,Widowed,Postgraduate,30000,Self-employed,Urban,Bangladeshi,Other,Telugu,1,639,1,0,0.94,19997,10748,0,1,19.1,0,0.623
46,Female,Mixed,Widowed,Graduate,70000,Farmer,Urban,Bangladeshi,Buddhist,Tamil,8,385,1,2,0.58,18301,5979,0,0,16.5,1,0.222
36,Other,Black,Widowed,Primary,30000,Engineer,Rural,Bangladeshi,Muslim,Hindi,1,478,1,2,0.35,7730,16141,0,0,19.6,1,0.33
64,Male,Mixed,Married,None,50000,Self-employed,Rural,Indian,Sikh,Hindi,6,612,0,5,0.83,23095,12143,0,0,3.4,1,0.341
52,Male,Mixed,Single,Secondary,30000,Teacher,Semi-urban,Nepali,Christian,Marathi,4,583,0,3,0.42,5178,9497,1,0,20.4,1,0.655
47,Other,Mixed,Single,None,50000,Teacher,Semi-urban,Bangladeshi,Hindu,Telugu,8,785,1,1,0.25,7433,1259,0,0,21.6,1,0.691
40,Other,Black,Single,Postgraduate,100000,Farmer,Rural,Bangladeshi,Buddhist,Telugu,4,674,0,4,0.38,6467,10457,1,0,23.5,1,0.654
